Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
youtube,post,IXzEJUBjHsk,"Episod 204 Keluar Sekejap bersiaran khas dari Muzium Tokoh Johor dengan membawakan analisis mendalam mengenai kempen Pilihan Raya Negeri (PRN) Johor yang kini memasuki fasa penting.

KJ dan Shahril membincangkan isu-isu utama yang mewarnai kempen kali ini, termasuk pertembungan sengit antara Barisan Nasional dan Pakatan Harapan, strategi serta naratif yang dibawa oleh setiap gabungan, prestasi kempen di lapangan, dan faktor-faktor yang bakal mempengaruhi keputusan pilihan raya.

Turut dikupas ialah persoalan sama ada berlaku peralihan undi PAS kepada Barisan Nasional, perubahan pola sokongan pengundi, kekuatan manifesto, serta bagaimana semua perkembangan ini mampu menentukan landskap politik Johor selepas hari pengundian.

Timestamp EP204
0:00 Intro
8:43 Kempen Jumpa Jentera
19:27 Turnout Voters
21:45 Naratif Bercelaru BN
39:45 Future Speaks
47:36 Parti Bersama di PRN Johor
1:00:47 Perang Naratif BN vs PH
1:07:22 Manifesto Parti
1:15:30 PH bakal menang banyak kerusi?
1:18:00 Debat Maszlee vs OH",https://www.youtube.com/watch?v=IXzEJUBjHsk,,,negative,2026-07-06 08:00:15+00:00,982,0,410,59221,0.008766710758209229,1984,2271.221,,,negative,0.9707776308059692,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.03384866192936897,0.018457064405083656,0.03977464511990547,0.012993568554520607,0.04857894033193588,0.03067282773554325
youtube,post,6MNXMc6e864,"Mesyuarat yang dipengerusikan Pengerusi SPR, Datuk Seri Ramlan Harun, memutuskan Hari Penamaan Calon pada 11 Julai.

SUBSCRIBE now! @Astro Awani
https://www.youtube.com/c/astroawani?...

Berita lanjut di: http://grid.astroawani.com

Astro AWANI LIVE https://www.astroawani.com/video-terkini

Social Media:
FACEBOOK   / astroawani  
TWITTER   / 501awani  
INSTAGRAM   / 501awani  
TELEGRAM https://t.me/astroawani

#AWANInews",https://www.youtube.com/watch?v=6MNXMc6e864,,,neutral,2026-06-12 04:18:33+00:00,194,0,52,27119,0.5,517,377.119,,,neutral,0.9975531697273254,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.03557828068733215,0.026557767763733864,0.047475267201662064,0.025299830362200737,0.073012575507164,0.055950406938791275
youtube,post,WmsQY9jBhus,"Timbalan Perdana Menteri, Datuk Seri Ahmad Zahid Hamidi, mengalu-alukan gesaan PAS supaya penyokong parti itu mengundi calon Barisan Nasional (BN) di kerusi yang tidak ditandingi parti berkenaan pada Pilihan Raya Negeri (PRN) Johor.


#PRNJohor2026 #AhmadZahid #PAS #BarisanNasional #BuletinTV3
====================

Dapatkan berita terkini, tepat dan sahih dengan ‘SUBSCRIBE’ YouTube Buletin TV3

IKUTI kami di:
Facebook : https://www.facebook.com/BuletinTV3Official/
Twitter : https://twitter.com/BuletinTV3
Instagram : https://www.instagram.com/buletintv3/
Website : https://www.buletintv3.my
TikTok : https://www.tiktok.com/@buletintv3
Telegram : https://t.me/BuletinTV3Official
Whatsapp Channel : https://bit.ly/3SZnJ5L
LUMI : https://bit.ly/3ZhzNBm

Lagi berita terkini dan komprehensif, layari www.buletintv3.my #BuletinTV3 #BeritaTerkini",https://www.youtube.com/watch?v=WmsQY9jBhus,,,neutral,2026-06-28 12:49:35+00:00,96,0,68,18190,0.5,345,318.19,,,neutral,0.8679763674736023,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.07982043921947479,0.031304918229579926,0.035543590784072876,0.04198872298002243,0.1495210826396942,0.06723932176828384
youtube,post,vh6wPGZIKzk,"Apa sebenarnya yang bakal terjadi percaturan politik di Negeri Sembilan?

Semalam selepas selesai Ceramah Umum Pelancaran Logo Pilihanraya Negeri Sembilan dan lagu sempena PRN, semasa sidang media bersama wartawan Pesuruhjaya PAS Negeri Sembilan yang juga mantan ADUN Serting Ustaz Mohd Fairuz Mohd Isa ada memberi beberapa bayangan jelas halatuju di PRN Negeri Sembilan kali ini!

1. Kerjasama politik semakin jelas akan dibentuk. Bagaimana dan dengan siapa itu kata Ustaz Mohd Fairuz biarlah pimpinan PAS Pusat putuskan dan membuat keputusan.

Takkan lah Perikatan Nasional nak bergabung dan bekerjasama dengan PH dan DAP yer dak? 

Jadi korang komen bagaimana suasana di Negeri Sembilan kelak kan?

2. Pilihanraya Umum ke-15 bagi DUN Negeri Sembilan yang lalu Perikatan Nasional menang 5 kerusi:

PAS menang di kerusi Serting, Bagan Pianang dan Paroi. 

Manakala Bersatu menang di Labu dan Gemas. 

Dalam sidang media malam tadi barangkali kerusi kerusi yang Bersatu bertanding dan menang kata Ustaz Mohd Fairuz selamba jer bersahaja jawab 

""Kemungkinan kita akan ambik! Cukup Full Stop!"" 

Dalam keributan hubungan PAS dan Bersatu serta langkah panjang PAS memimpin Perikatan Nasional agar gabungan dalam PN lebih trampil dan meluas, rata rata rakyat menantikan bagaimana strategi Perikatan Nasional dalam mengukuhkan pengaruh terutama kawasan majoriti melayu dan memastikan  memasukan Wisma Negeri Sembilan sebagai kerajaan menanti! 

Selamat Maju Jaya teman teman di Negeri Sembilan!

Nismilan Kito Tawan!

Tenang & Sod Ba Ro 
Bro SK
21 Jun 2026 
KOMPAS Kg Ismail Seremban N9.",https://www.youtube.com/watch?v=vh6wPGZIKzk,,,negative,2026-06-21 23:52:20+00:00,144,0,47,9654,0.000485837459564209,287,294.654,,,negative,0.9983805418014526,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.03535907715559006,0.045096948742866516,0.13449741899967194,0.02288936637341976,0.13860556483268738,0.05588848143815994
youtube,comment,UgzwSgBiOqWmHJTjSsx4AaABAg,Bersatulah untuk menggerunkan puak2 yang selalu Cuba menguji perlembagaan Dan rukun negara,,https://www.youtube.com/watch?v=vh6wPGZIKzk,vh6wPGZIKzk,negative,2026-06-23 00:00:00+00:00,6,0,0,0,0.0006666004657745472,600,,"{'id': 'UCpy3dAxgt1aq3k3wpGBMVDA', 'name': '@MaslanMarzuki', 'thumbnails': [{'url': 'https://yt3.ggpht.com/ytc/AIdro_nO5_AnrR5wC3yikrkeRVMEqqK2JYLnvMQub5cKxd-mCQNDacSpJv5wGRkTMh4pgO6TqQ=s88-c-k-c0x00ffffff-no-rj', 'width': 88, 'height': 88}]}",0.0,negative,0.9977779984474182,malay,Malay/Bumiputera,Unknown,0.25,no_clear_emotion,0.016429459676146507,0.032805368304252625,0.09167306870222092,0.016917387023568153,0.17015326023101807,0.08108724653720856
youtube,comment,UgyQMTxfoQxX6fTCB694AaABAg,Takbir!!!,,https://www.youtube.com/watch?v=vh6wPGZIKzk,vh6wPGZIKzk,neutral,2026-06-23 00:00:00+00:00,2,0,0,0,0.5,200,,"{'id': 'UC6Qce3mrmeP2ghCM0Fj4wYA', 'name': '@gt1311-g', 'thumbnails': [{'url': 'https://yt3.ggpht.com/ytc/AIdro_nX9vHuw4SIevbJL-q5Og91pKf7X0Get46h3bFsnYyWWboOH1zLoQW4agC9Il65p088aw=s88-c-k-c0x00ffffff-no-rj', 'width': 88, 'height': 88}]}",0.0,neutral,0.4955722987651825,english,Mixed/Urban,Unknown,0.25,love,0.12928618490695953,0.12629343569278717,0.12219743430614471,0.09868817031383514,0.1877976357936859,0.1531720906496048
youtube,post,u39MbkQari8,"PAS mengumumkan penyertaan 14 tokoh termasuk bekas menteri, EXCO dan profesional dalam parti itu menjelang PRN Negeri Sembilan, dilihat sebagai langkah memperkukuh sokongan dan pengaruh parti.

SUBSCRIBE now! @Astro Awani
https://www.youtube.com/c/astroawani?...

Berita lanjut di: http://grid.astroawani.com

Astro AWANI LIVE https://www.astroawani.com/video-terkini

Social Media:
FACEBOOK   / astroawani  
TWITTER   / 501awani  
INSTAGRAM   / 501awani  
TELEGRAM https://t.me/astroawani

#AWANInews",https://www.youtube.com/watch?v=u39MbkQari8,,,positive,2026-06-14 05:19:15+00:00,39,0,40,4097,0.9778169512748718,119,163.097,,,positive,0.9260565042495728,malay,Malay/Bumiputera,Unknown,0.0,anger,0.32909271121025085,0.12011458724737167,0.1885712593793869,0.025310475379228592,0.058630287647247314,0.072040855884552
youtube,post,RCfxNCIe1DI,"PRN Johor dan Negeri Sembilan menjadi medan ujian paling penting terhadap kekuatan Kerajaan Perpaduan menjelang PRU akan datang. Walaupun kedua-dua negeri mempunyai landskap politik yang berbeza, keputusan pilihan raya ini bakal memberi gambaran awal tentang hala tuju sokongan rakyat, khususnya dalam kalangan pengundi muda.

Dalam episod terbaru Ngopi Bersama Anak Muda, kami membawakan dua wakil daripada parti politik yang berbeza untuk membincangkan secara terbuka isu-isu yang menjadi perhatian menjelang PRN. Perbincangan menyentuh strategi parti, sentimen akar umbi, perubahan corak pengundian serta cabaran yang dihadapi dalam menarik sokongan generasi muda.

Adakah Kerajaan Perpaduan masih mendapat kepercayaan rakyat?

Mengapa PRN Johor dan Negeri Sembilan dianggap begitu penting?

Benarkah pengundi muda semakin sukar dipengaruhi oleh parti politik?

Atau adakah isu kos sara hidup dan ekonomi akan menjadi penentu sebenar keputusan pilihan raya?

💬 Episod ini menyentuh perbincangan penting mengenai:

• PRN Johor dan Negeri Sembilan
• Strategi UMNO dan PKR menghadapi pilihan raya
• Prestasi Kerajaan Perpaduan selepas membentuk kerajaan
• Sentimen pengundi muda terhadap parti politik
• Perubahan landskap politik Malaysia selepas PRU
• Cabaran kempen dalam era media sosial
• Peranan sayap pemuda dalam menarik pengundi baharu
• Isu ekonomi, kos sara hidup dan peluang pekerjaan
• Adakah undi anak muda mampu menentukan keputusan?
• Cabaran membina keyakinan rakyat terhadap parti politik
• Masa depan politik Malaysia menjelang PRU
• Siapakah yang mempunyai kelebihan sebenar di Johor dan Negeri Sembilan?

🎙️ Panel jemputan dalam episod ini:

Nabil Halimi
Naib Ketua Angkatan Muda Keadilan (AMK)

Hafni Arif
Pemuda UMNO Bahagian Kota Raja

Ikuti perbincangan bersama Daniel Abdul Muein yang mengupas landskap politik semasa daripada pelbagai sudut termasuk strategi parti, pengundi muda, Kerajaan Perpaduan dan masa depan politik Malaysia.

Adakah keputusan PRN akan menjadi petunjuk kepada PRU akan datang?

Mampukah parti politik memenangi hati generasi muda?

Kongsikan pandangan anda di ruangan komen.

📲 Follow Channel 10 MY

TikTok → /channel10my

Facebook → /channel10my

Instagram → /channel10my

Threads → [https://www.threads.net/@channel10my](https://www.threads.net/@channel10my)

X (Twitter) → [https://www.x.com/Channel10my](https://www.x.com/Channel10my)

YouTube → /@channel10my",https://www.youtube.com/watch?v=RCfxNCIe1DI,,,negative,2026-06-29 12:00:06+00:00,49,0,27,3350,0.0004828333854675071,109,133.35,,,negative,0.9983905553817749,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.03626143932342529,0.038537513464689255,0.0717899352312088,0.03235607594251633,0.2625327408313751,0.08299946039915085
youtube,post,J2juijQrLhg,"Parti Wawasan Negara yang baru diumumkan hari ini akan bertanding pada Pilihan Raya Negeri (PRN) Johor dan Negeri Sembilan nanti.

Pengerusi Perikatan Nasional (PN), Datuk Seri Dr Ahmad Samsuri Mokhtar, berkata parti itu akan menggunakan logo PN.

https://www.hmetro.com.my/mutakhir/2026/06/1369501/parti-wawasan-negara-tanding-prn-johor-negeri-sembilan-guna-logo-pn-dr
-----
#HMETRO #METROTV
▪️ Berita terkini di http://www.hmetro.com.my",https://www.youtube.com/watch?v=J2juijQrLhg,,,neutral,2026-06-13 12:51:59+00:00,26,0,24,6976,0.5,119,104.976,,,neutral,0.9819542169570923,malay,Malay/Bumiputera,Unknown,0.0,no_clear_emotion,0.026332959532737732,0.01911117322742939,0.05112268403172493,0.02336759865283966,0.09976667910814285,0.04224516078829765
youtube,post,WFfAgZh7Qfk,"Benarkah hak orang Melayu di Negeri Sembilan akan terancam jika Umno tidak lagi berada dalam kerajaan negeri? Atau adakah kenyataan Khairy Jamaluddin ini sebahagian daripada strategi politik menjelang Pilihan Raya Negeri?

Dalam episod kali ini, KITA-KITA FM mengupas secara mendalam kenyataan KJ mengenai kedudukan orang Melayu, hubungan Barisan Nasional dan Pakatan Harapan, komposisi Dewan Undangan Negeri Negeri Sembilan serta implikasinya terhadap percaturan politik menjelang PRN.

Adakah naratif ini mampu mengubah sokongan pengundi Melayu? Atau pengundi akan membuat pilihan berdasarkan prestasi pentadbiran dan isu kos sara hidup?

Ikuti analisis yang berfakta, seimbang dan menyeluruh hanya di KITA-KITA FM.

#KitaKitaFM #KhairyJamaluddin #KJ #NegeriSembilan #PRNNegeriSembilan #PilihanRayaNegeri #PRN #UMNO #BarisanNasional #PakatanHarapan #DAP #PKR #Amanah #PerikatanNasional #PolitikMalaysia #PolitikSemasa #HakMelayu #PengundiMelayu #AnalisisPolitik #BeritaPolitik #Malaysia",https://www.youtube.com/watch?v=WFfAgZh7Qfk,,,negative,2026-07-06 00:30:22+00:00,11,0,25,998,0.0004957079887389915,45,86.998,,,negative,0.9983476400375366,malay,Malay/Bumiputera,Unknown,0.0,surprise,0.016813194379210472,0.05318600684404373,0.021172331646084785,0.06515388190746307,0.07603747397661209,0.44851329922676086
