Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,post,2067285983813599645,"Muhyiddin gagal urus konflik, Bersatu berdepan risiko hancur, kata Wan Ahmad Fayhsal  
#BeritaFMT https://t.co/5g3wkV7Sqz",https://x.com/fmtoday/status/2067285983813599645,,,neutral,2026-06-17 16:39:21+00:00,46,8,40,17593,0.5,269,,,neutral,0.9028443694114685,english,Mixed/Urban,anger,0.6326950788497925,0.1440505087375641,0.019399678334593773,0.13030526041984558,0.021282728761434555,0.019325537607073784
x,post,2068107360195969074,No room for 'ketuanan': Saifuddin bets on principled unity to win non-Malay trust https://t.co/1qa6E6lafI,https://x.com/malaysiakini/status/2068107360195969074,,,neutral,2026-06-19 23:03:12+00:00,5,4,37,7110,0.5,117,,,neutral,0.7065951228141785,english,Mixed/Urban,love,0.15184450149536133,0.05570259317755699,0.12653474509716034,0.04601428657770157,0.3063041865825653,0.034423746168613434
x,post,2067062818512486740,YOURSAY | Anwar made things worse for himself https://t.co/IXRwQSDLpd,https://x.com/malaysiakini/status/2067062818512486740,,,negative,2026-06-17 01:52:34+00:00,23,6,27,5168,0.037816071510314964,107,,,negative,0.8739464282989502,english,Mixed/Urban,sadness,0.05863071233034134,0.06652314960956573,0.03440983220934868,0.615565299987793,0.05326668918132782,0.04684486612677574
x,post,2066338546156450125,"Not racist: J-Kom chief says 'Cina sesat' aimed at Albert, See-To https://t.co/fttGdMQle7",https://x.com/malaysiakini/status/2066338546156450125,,,neutral,2026-06-15 01:54:34+00:00,10,4,27,19205,0.5,233,,,neutral,0.7387173771858215,english,Mixed/Urban,love,0.13126203417778015,0.022622613236308098,0.08073873817920685,0.05730009824037552,0.34371820092201233,0.03868609666824341
x,post,2067884495127351712,"MP SPEAKS | Selangor govt must clarify halal, non-halal waste separation policy https://t.co/LkHUsPQ2Sg",https://x.com/malaysiakini/status/2067884495127351712,,,neutral,2026-06-19 08:17:37+00:00,13,8,24,4314,0.5,88,,,neutral,0.8650155067443848,english,Mixed/Urban,love,0.1147727444767952,0.022641370072960854,0.07712846994400024,0.028770383447408676,0.4354615807533264,0.02842889353632927
x,post,2066720478832869476,Zaid eyes GE17 candidacy after joining PAS https://t.co/LNZoX8sRKU,https://x.com/malaysiakini/status/2066720478832869476,,,neutral,2026-06-16 03:12:14+00:00,5,2,24,5208,0.5,83,,,neutral,0.8847383856773376,english,Mixed/Urban,no_clear_emotion,0.06467410922050476,0.03430001810193062,0.13146454095840454,0.02581637166440487,0.17889294028282166,0.03247088938951492
x,post,2067958258023977116,"Rohingya council denies claim community seeking Malaysian citizenship

👇🧵",https://x.com/fmtoday/status/2067958258023977116,,,negative,2026-06-19 13:10:44+00:00,30,10,16,9682,0.06280721873044967,152,,,negative,0.7906426042318344,multilingual,Unknown,love,0.08310200273990631,0.02204403094947338,0.11990300565958023,0.051828786730766296,0.5242131948471069,0.021148614585399628
x,post,2066422344638505452,"'Sack me if you're brave,' Wong Chen tells PKR over disciplinary action https://t.co/QT26C1Yxra",https://x.com/malaysiakini/status/2066422344638505452,,,neutral,2026-06-15 07:27:33+00:00,23,6,15,2949,0.5,73,,,neutral,0.5086735486984253,english,Mixed/Urban,love,0.023797404021024704,0.009647071361541748,0.041040483862161636,0.013364496640861034,0.8292497396469116,0.013187561184167862
x,post,2067864747819823151,"True number of refugees in Malaysia exceeds UNHCR figures, says immigration DG

👇🧵",https://x.com/fmtoday/status/2067864747819823151,,,negative,2026-06-19 06:59:09+00:00,92,56,15,11171,0.15485892891883848,274,,,negative,0.48380357027053833,multilingual,Unknown,no_clear_emotion,0.01840732991695404,0.014056574553251266,0.070355124771595,0.012990024872124195,0.07683414965867996,0.037992529571056366
x,post,2066790526410768865,ADUN SPEAKS | J-Kom DG must resign or be removed over 'Cina sesat' insult https://t.co/P8nYfJXaIX,https://x.com/malaysiakini/status/2066790526410768865,,,negative,2026-06-16 07:50:35+00:00,11,5,12,4669,0.05393003225326537,74,,,negative,0.8202332258224487,english,Mixed/Urban,sadness,0.18674321472644806,0.21943669021129608,0.01752157136797905,0.388126015663147,0.022092565894126892,0.09730476140975952
x,post,2067119165828452690,"Leave PN if you want to run against us, PAS tells Bersatu

👇🧵",https://x.com/fmtoday/status/2067119165828452690,,,neutral,2026-06-17 05:36:29+00:00,24,3,11,11669,0.5,154,,,neutral,0.8448800444602966,english,Mixed/Urban,love,0.07924769073724747,0.016523728147149086,0.05908973515033722,0.021801786497235298,0.414661169052124,0.02270178124308586
x,post,2067799069326442583,"""It is pathetic to have a country like Norway, having excellent relations in the past, take a decision, and there was no explanation,” said the PM.

https://t.co/XUkqez9RY0",https://x.com/staronline/status/2067799069326442583,,,negative,2026-06-19 02:38:10+00:00,36,14,9,3320,0.03455502390861509,92,,,negative,0.884816586971283,english,Mixed/Urban,sadness,0.02852022275328636,0.051307495683431625,0.011446789838373661,0.8561055660247803,0.018342087045311928,0.018891973420977592
x,post,2068189217285706163,"Dua muka baru Pakatan Harapan bagi PRN Johor 2026 🚩:
Nor Zulaila binti Abd Ghani untuk DUN Tiram
Lee Wern Yiing untuk DUN Johor Jaya

Dengan pengalaman luas dalam gerak kerja kawasan dan penggubalan dasar, saya yakin mereka adalah pilihan terbaik bagi warga Tiram dan Johor Jaya. https://t.co/OLY8UcoVL1",https://x.com/LiewChinTong/status/2068189217285706163,,,positive,2026-06-20 04:28:29+00:00,47,7,8,11715,0.9993490636348723,179,,,positive,0.9978302121162415,malay,Malay/Bumiputera,love,0.03806746378540993,0.02623954601585865,0.25128746032714844,0.020968187600374222,0.4197016656398773,0.03223418816924095
x,post,2068211196285829598,"Refugees must respect Malaysian laws in exchange for protection, says UNHCR

👇🧵",https://x.com/fmtoday/status/2068211196285829598,,,neutral,2026-06-20 05:55:49+00:00,7,3,8,1967,0.5,37,,,neutral,0.8651987314224243,english,Mixed/Urban,love,0.040700703859329224,0.012814079411327839,0.05657534301280975,0.021868133917450905,0.8271348476409912,0.010236414149403572
x,post,2066786971096363275,"Kos RM600,000 bukan sekadar roboh penempatan Rohingya termasuk pulih tapak

👇🧵",https://x.com/fmtoday/status/2066786971096363275,,,neutral,2026-06-16 07:36:27+00:00,7,1,8,6463,0.5,80,,,neutral,0.9795879125595093,malay,Malay/Bumiputera,no_clear_emotion,0.14696766436100006,0.09247563034296036,0.083878293633461,0.14142239093780518,0.22162486612796783,0.04288429394364357
x,post,2066522256252276915,"RT @mkini_bm: Bella tak fikir lagi tarikh kahwin, fokus kes mahkamah Syed Saddiq dulu https://t.co/D27QeJS7MR",https://x.com/SyedSaddiq/status/2066522256252276915,,,negative,2026-06-15 14:04:34+00:00,11,3,7,6775,0.190678770840168,88,,,negative,0.36440409719944,multilingual,Unknown,love,0.04461484029889107,0.08822139352560043,0.03267131745815277,0.09217523783445358,0.48003342747688293,0.19535383582115173
x,post,2067509954047795402,"PAS Youth defends 'campus conversion' rights, cites constitutional protections https://t.co/4Kambsh2wc",https://x.com/malaysiakini/status/2067509954047795402,,,neutral,2026-06-18 07:29:20+00:00,0,0,7,1196,0.5,18,,,neutral,0.7554209232330322,english,Mixed/Urban,love,0.08490293473005295,0.02150869183242321,0.11351808160543442,0.03611765429377556,0.5708432793617249,0.023468317463994026
x,post,2067863719087100145,"Scientists discover ‘hyperparasite’ in Borneo jungle

👇🧵",https://x.com/fmtoday/status/2067863719087100145,,,neutral,2026-06-19 06:55:04+00:00,17,5,7,10357,0.5,132,,,neutral,0.8739833235740662,english,Mixed/Urban,love,0.04414420202374458,0.02895510010421276,0.2617301940917969,0.019875239580869675,0.3322179615497589,0.04200480505824089
x,post,2067112260603158763,"‘Tak pernah sombong’ , MB Johor tegas negeri sentiasa lengkapi usaha persekutuan
#BeritaFMT https://t.co/RpKykjUUmj",https://x.com/fmtoday/status/2067112260603158763,,,neutral,2026-06-17 05:09:02+00:00,3,0,7,1569,0.5,25,,,neutral,0.8513560891151428,english,Mixed/Urban,love,0.03085530549287796,0.017442090436816216,0.039024315774440765,0.0329049751162529,0.4848489761352539,0.07232026755809784
x,post,2067808742096470444,'Jealous' PAS should be 'thanked' for breaking up PN - Ramasamy https://t.co/ij4NAoCiiI,https://x.com/malaysiakini/status/2067808742096470444,,,negative,2026-06-19 03:16:36+00:00,0,0,6,2147,0.10599392652511597,27,,,negative,0.6466869115829468,english,Mixed/Urban,love,0.03236905857920647,0.03084716945886612,0.05764278769493103,0.034652017056941986,0.7856108546257019,0.02842177078127861
x,post,2067745336278614375,N Sembilan chieftains order Friday sermons to pray for Tunku Nadzaruddin https://t.co/Nk7GfLnCff,https://x.com/malaysiakini/status/2067745336278614375,,,neutral,2026-06-18 23:04:39+00:00,12,1,6,3080,0.5,49,,,neutral,0.9132882356643677,english,Mixed/Urban,no_clear_emotion,0.03909182921051979,0.016141677275300026,0.06177600845694542,0.022030122578144073,0.30978867411613464,0.025200383737683296
x,post,2068211741071458706,"Muda president Amira not defending Puteri Wangsa seat

👇🧵",https://x.com/fmtoday/status/2068211741071458706,,,neutral,2026-06-20 05:57:59+00:00,16,3,6,10988,0.5,134,,,neutral,0.7009629607200623,english,Mixed/Urban,no_clear_emotion,0.12350329756736755,0.018994444981217384,0.08469650149345398,0.017567671835422516,0.310739666223526,0.023110726848244667
x,post,2067428414295040483,Johor polls: Zahid courts Chinese voters as BN eyes Putrajaya https://t.co/OEMC9fLoNG,https://x.com/malaysiakini/status/2067428414295040483,,,neutral,2026-06-18 02:05:19+00:00,3,2,6,7599,0.5,86,,,neutral,0.6922945976257324,english,Mixed/Urban,no_clear_emotion,0.04483260586857796,0.012790994718670845,0.0757124125957489,0.02448100969195366,0.362557590007782,0.02062435820698738
x,post,2066474627510173930,"Yeoh credits PM over housing project resolution, hopes he gets second term https://t.co/D7PSAEzdHH",https://x.com/malaysiakini/status/2066474627510173930,,,positive,2026-06-15 10:55:19+00:00,5,0,6,1680,0.8957804799079895,27,,,positive,0.6526015996932983,english,Mixed/Urban,happy,0.027614276856184006,0.07952464371919632,0.5303691029548645,0.019891420379281044,0.1577858179807663,0.0369303859770298
x,post,2067446874307776789,"Bersama sasar tanding 10 hingga 20 kerusi Parlimen pada PRU16

👇🧵",https://x.com/fmtoday/status/2067446874307776789,,,neutral,2026-06-18 03:18:40+00:00,49,3,6,11753,0.5,175,,,neutral,0.8933524489402771,english,Mixed/Urban,no_clear_emotion,0.027743350714445114,0.014742440544068813,0.03600792959332466,0.011649824678897858,0.07274085283279419,0.01860017329454422
x,post,2067130563807637931,"The king is not done yet

👇🧵",https://x.com/fmtoday/status/2067130563807637931,,,neutral,2026-06-17 06:21:46+00:00,54,2,6,46028,0.5,522,,,neutral,0.7362222671508789,english,Mixed/Urban,surprise,0.024267174303531647,0.2728728652000427,0.12499541789293289,0.021711664274334908,0.04373420402407646,0.3851667642593384
x,post,2066781727595643176,"Kedudukan Bersatu dalam PN tak boleh dipertahan lagi, dakwa pemimpin PAS

👇🧵",https://x.com/fmtoday/status/2066781727595643176,,,positive,2026-06-16 07:15:37+00:00,1,3,6,2895,0.8350773200392723,38,,,positive,0.45025773346424103,multilingual,Unknown,fear,0.1869877278804779,0.3140706717967987,0.043843917548656464,0.22141557931900024,0.11191846430301666,0.04370627924799919
