Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,post,2066290747406704646,"RT @CMShehbaz: Following intensive talks, we are pleased to announce that the Peace Deal between the United States of America and Islamic R…",https://x.com/anwaribrahim/status/2066290747406704646,,,positive,2026-06-14 22:44:38+00:00,56377,16005,6326,12258524,0.9591392457485198,201293,,,positive,0.8637974858283997,english,Mixed/Urban,happy,0.013054248876869678,0.036050520837306976,0.8826833963394165,0.008163299411535263,0.025091487914323807,0.016646238043904305
x,post,2066900060668137697,"1. Saya mengambil maklum pandangan YAB Perdana Menteri bahawa rakyat Johor perlu memilih kepimpinan yang bijak, berprinsip, tidak sombong serta mampu bekerjasama dengan Kerajaan Persekutuan.

2. Suka saya ingatkan YAB Perdana Menteri, pelantikan Menteri Besar dan seluruh Ahli Majlis Mesyuarat Kerajaan Negeri Johor adalah atas perkenan Duli Yang Maha Mulia Sultan Johor.

3. Keputusan BN Johor untuk bertanding di semua 56 kerusi adalah satu keputusan yang sukar untuk diterima oleh YAB PM. Adakah keputusan saya dan kepimpinan BN memilih untuk berprinsip dan mendengar suara majoriti  Bangsa Johor menjadikan saya seorang yang “sombong”? 

4. Kami tidak pernah sombong untuk bekerjasama dan tidak pernah angkuh untuk menerima pandangan atau bantuan. Namun, kami mempunyai prinsip, amanah dan tanggungjawab kepada Institusi Diraja serta kesejahteraan rakyat Johor yang mesti dipelihara.

5. Malah, dalam banyak perkara, Kerajaan Negeri turut membantu melengkapi usaha kementerian-kementerian Persekutuan demi kepentingan rakyat Johor.

6. Setiap tahun, Kerajaan Negeri membantu setiap bilik guru dan sekolah, walaupun urusan pendidikan berada di bawah tanggungjawab Kementerian Pendidikan.

7. Setiap tahun, Kerajaan Negeri turut membantu setiap CIQ, IPD serta kem tentera, walaupun perkara tersebut berada di bawah bidang kuasa Kementerian Dalam Negeri dan Kementerian Pertahanan.

8. Kerajaan Negeri juga membantu setiap hospital, klinik dan kemudahan kesihatan awam, walaupun urusan kesihatan merupakan tanggungjawab Kementerian Kesihatan.

9. Malah, apabila hasil negeri meningkat, Kerajaan Negeri bukan sahaja mengumumkan bantuan khas kewangan kepada penjawat awam negeri, tetapi turut menghargai penjawat awam Persekutuan yang berkhidmat di Johor.

10. Kami berbuat demikian kerana bagi Kerajaan Negeri, yang lebih utama bukanlah kementerian atau kerajaan mana yang bertanggungjawab, tetapi sama ada rakyat Johor mendapat manfaat.

11. Bukanlah niat saya untuk mengungkit atau berbangga dengan perkara ini. Tetapi saya dengan rendah hati ingin bertanya, dalam perkara apakah Kerajaan Negeri Johor dikatakan tidak memberikan kerjasama, tidak menyokong atau tidak sehaluan dengan Kerajaan Persekutuan?",https://x.com/onnhafiz/status/2066900060668137697,,,positive,2026-06-16 15:05:50+00:00,213,67,179,44450,0.9978352785110474,903,,,positive,0.9927842617034912,malay,Malay/Bumiputera,love,0.14208902418613434,0.025897294282913208,0.03935522586107254,0.07563619315624237,0.41234299540519714,0.03483260050415993
x,post,2068181634307015139,"Trend belek buku ambik gambar & post kat social media ni, sebaiknya dikurangkan.

Sama macam dulu2 trend angkut buku rujukan SPM ke mana2 tapi tak baca sangat/soalan dalam tu tak buat sangat pun, last2 SPM pun tak ke mana.

Sebaiknya bab2 mencari ilmu ini ialah atas keperluan kita kerana kita memang tak pernah cukup ilmu, bukan untuk tujuan-tujuan lain.

Sila kecam saya kalau tak setuju 🤣",https://x.com/rafiziramli/status/2068181634307015139,,,negative,2026-06-20 03:58:21+00:00,1068,281,168,175518,0.0004827260971069225,3272,,,negative,0.9983909130096436,malay,Malay/Bumiputera,love,0.0917983278632164,0.025031086057424545,0.025569388642907143,0.031434495002031326,0.7493075728416443,0.024792073294520378
x,post,2067786032666574878,"Punyalah cepat dari satu Jumaat ke satu Jumaat.

Sama ada:

a) Kita banyak sangat kerja & jadual kerja penuh sepanjang hari

b) Hidup kita kosong & masa berlalu begitu saja

c) Ada konspirasi besar somewhere yang tiap-tiap hari curi 1 jam tanpa kita sedar

Korang agak yang mana?

Apa-apa jawapan pun OK sebab korang hensem & cantik 🤣",https://x.com/rafiziramli/status/2067786032666574878,,,positive,2026-06-19 01:46:22+00:00,833,151,71,161748,0.9993317902088165,2672,,,positive,0.9977726340293884,malay,Malay/Bumiputera,fear,0.06365130096673965,0.4680720865726471,0.011582347564399242,0.341958224773407,0.031401459127664566,0.05591841787099838
x,post,2066165095659651561,"RT @NgaKorMing: Rakyat bangkit. 

Bersama kita bina Harapan! 

#KitaPerpaduan
#HarapanForAll https://t.co/EgjQZH3FZU",https://x.com/anwaribrahim/status/2066165095659651561,,,neutral,2026-06-14 14:25:20+00:00,266,28,60,7058,0.5,424,,,neutral,0.84837806224823,english,Mixed/Urban,love,0.05153694748878479,0.040702126920223236,0.2176419049501419,0.05036493390798569,0.46792784333229065,0.03569900989532471
x,post,2066430514521596350,"𝗧𝗢𝗣 𝟱𝟬 𝗞𝗘𝗔𝗛𝗟𝗜𝗔𝗡 𝗕𝗘𝗥𝗦𝗔𝗠𝗔

Minggu ini, genap sebulan 𝗕𝗘𝗥𝗦𝗔𝗠𝗔 dilancarkan semula untuk menjadi pilihan kepada pengundi-pengundi.

Permohonan keahlian adalah memberangsangkan. Sambutan menggalakkan. Saya bersyukur dengan sokongan rakyat biasa dari seluruh Malaysia.

Berikut adalah top 50 kerusi-kerusi parlimen yang mempunyai ahli 𝗕𝗘𝗥𝗦𝗔𝗠𝗔 paling ramai:

1. Shah Alam
2. Bangi
3. Petaling Jaya
4. Subang
5. Hulu Langat
6. Sepang
7. Puchong
8. Seremban
9. Gombak
10. Pandan
11. Kota Raja
12. Sungai Buloh
13. Klang
14. Setiawangsa
15. Selayang
16. Ampang
17. Damansara
18. Wangsa Maju
19. Johor Baharu
20. Segambut
21. Kuala Langat
22. Iskandar Puteri
23. Bandar Tun Razak
24. Hulu Selangor
25. Tambun
26. Kuala Selangor
27. Batu
28. Hang Tuah Jaya
29. Lembah Pantai
30. Tebrau
31. Sungai Petani
32. Pasir Gudang
33. Seputeh
34. Putrajaya
35. Rasah
36. Tangga Batu
37. Kota Melaka
38. Kapar
39. Bayan Baru
40. Rembau
41. Pulai
42. Cheras
43. Indera Mahkota
44. Kuantan 
45. Sungai Siput
46. Lumut
47. Sepanggar
48. Ipoh Barat
49. Port Dickson
50. Bukit Mertajam",https://x.com/rafiziramli/status/2066430514521596350,,,neutral,2026-06-15 08:00:01+00:00,548,169,59,55304,0.5,1329,,,neutral,0.9603574275970459,malay,Malay/Bumiputera,no_clear_emotion,0.05212909355759621,0.038713790476322174,0.2974577248096466,0.023602934554219246,0.17347395420074463,0.05761885643005371
x,post,2067067194501140612,"Bangsa Johor!
Are you ready?

#BangsaJohor #MajuJohor #BNJohor #BarisanNasional #UndilahBarisanNasional https://t.co/kfWicKqoUo",https://x.com/onnhafiz/status/2067067194501140612,,,neutral,2026-06-17 02:09:58+00:00,94,28,52,4581,0.5,219,,,neutral,0.7354595065116882,english,Mixed/Urban,happy,0.048803795129060745,0.13467936217784882,0.5275633335113525,0.027527470141649246,0.1860135793685913,0.02578919753432274
x,post,2067155290701930908,"Bila bercakap tentang masyarakat India, kebiasaannya perbincangan akan tertumpu kepada berapa banyak program khas yang diumumkan, berapa ramai menteri India yang dilantik, atau agensi mana yang diwujudkan untuk menjaga kepentingan komuniti itu.

Saya faham kenapa pendekatan itu popular. Tetapi saya juga rasa sudah sampai masanya kita bercakap secara jujur tentang sama ada pendekatan itu benar-benar menyelesaikan masalah.

Pandangan saya mungkin tidak disenangi semua pihak.

Kita kena ubah budaya yang menyebabkan rakyat terpaksa ""memohon"". Sepatutnya, kalau dah benar-benar susah, golongan ini patut secara automatik mendapat bantuan.

Seorang keluarga India yang miskin tidak sepatutnya memerlukan program khas untuk membuktikan mereka layak dibantu. Begitu juga keluarga Cina yang miskin, keluarga Melayu yang miskin, atau mana-mana rakyat yang sedang bergelut untuk meneruskan kehidupan.

Fokus kerajaan sepatutnya bukan kepada siapa yang paling kuat mendakwa mewakili sesuatu kaum. 

Fokus kerajaan mesti kepada siapa yang memerlukan bantuan dan memastikan mereka benar-benar menerima bantuan itu.

Mudah untuk mengatakan dasar perlu berasaskan keperluan. Ramai yang pernah mengatakannya. Cabaran sebenar ialah pelaksanaannya.

Sebab itu saya percaya kerajaan perlu berani menjawab satu soalan yang sering dielakkan: apakah sebenarnya yang dimaksudkan dengan ""berasaskan keperluan""?

Apakah ukurannya? Siapa yang layak? Bagaimana kita memastikan bantuan sampai kepada mereka yang memerlukan, tanpa mengira kaum?

Kita perlu berani mengadakan perbincangan ini secara terbuka dan jujur dan mencari cara baru untuk memastikan rakyat yang benar-benar memerlukan menerima bantuan.

Pada akhirnya, rakyat tidak peduli siapa mendapat kredit politik kerana mereka mahu tahu sama ada kehidupan mereka menjadi lebih baik.",https://x.com/rafiziramli/status/2067155290701930908,,,negative,2026-06-17 08:00:01+00:00,480,142,36,17389,0.0011663854122161976,831,,,negative,0.996112048625946,malay,Malay/Bumiputera,fear,0.15887944400310516,0.30865272879600525,0.05239756405353546,0.11045250296592712,0.20059116184711456,0.05726577714085579
x,post,2068118399797100673,"Syukur Alhamdulillah, saya berpeluang melancarkan Pelan Transformasi Ekonomi Negeri Johor (JETP), sebuah pelan strategik yang menjadi landasan penting menuju Maju Johor 2030. Menerusi JETP, Johor menyasarkan KDNK RM260 bilion, 200,000 peluang pekerjaan baharu serta 100,000 pekerjaan berpendapatan premium menjelang tahun 2030.

JETP bukan sekadar sebuah pelan ekonomi, tetapi hala tuju pembangunan negeri yang akan menjadi pemangkin kepada aspirasi Maju Johor 2030. Dalam menjayakan aspirasi ini, tiada daerah yang akan ditinggalkan dan tiada komuniti yang akan dipinggirkan. Limpahan pembangunan bukan sahaja tertumpu di Zon Ekonomi Khas Johor-Singapura (JS-SEZ), malah akan diperluaskan di kesemua 10 daerah di negeri ini, agar limpahan manfaatnya dinikmati oleh seluruh Bangsa Johor.

Saya turut menyeru seluruh pemegang taruh merangkumi Kerajaan Persekutuan, Kerajaan Negeri, pihak berkuasa tempatan, agensi kerajaan, pemain industri, institusi pendidikan serta seluruh Bangsa Johor untuk terus berganding bahu dan bergerak sebagai satu pasukan. Kejayaan Johor bukan bergantung kepada satu pihak, tetapi kepada komitmen bersama dalam merealisasikan agenda pembangunan negeri.

Di kesempatan ini juga, saya ingin merakamkan setinggi-tinggi penghargaan kepada semua pihak yang telah menyumbang idea, kepakaran dan komitmen dalam merangka serta menjayakan Pelan Transformasi Ekonomi Negeri Johor ini.

Semoga segala usaha yang dilaksanakan menerusi JETP dapat mempercepat pembangunan di seluruh Johor, memperkukuh potensi setiap daerah serta memastikan manfaat pertumbuhan ekonomi dapat dirasai oleh seluruh Bangsa Johor. Insya-Allah. 

Allah Peliharakan Sultan
Allah Berkati Johor
Kepada Allah Kita Berserah

#BangsaJohor #MajuJohor #JETP #JSSEZ #JTDC",https://x.com/onnhafiz/status/2068118399797100673,,,positive,2026-06-19 23:47:04+00:00,45,21,35,12285,0.9994103610515594,223,,,positive,0.9980345368385315,malay,Malay/Bumiputera,love,0.04505712911486626,0.05013100802898407,0.30126628279685974,0.03301548957824707,0.4177141785621643,0.035084646195173264
x,post,2066478209248669741,"Tugas kerajaan adalah memastikan setiap rakyat mendapat pembelaan yang adil dan saksama, tanpa mengira siapa mereka.

Tanggungjawab ini tidak boleh menjadi pilihan yang bersifat bermusim, sebaliknya mesti menjadi prinsip yang dipertahankan mana-mana kerajaan demi menjamin kesejahteraan rakyat dan masa depan negara.

#MalaysiaMADANI #MADANIBekerja #YakinMADANI",https://x.com/anwaribrahim/status/2066478209248669741,,,positive,2026-06-15 11:09:33+00:00,189,45,33,6838,0.9911665737628936,335,,,positive,0.9705552458763123,malay,Malay/Bumiputera,love,0.10796956717967987,0.043205827474594116,0.18443691730499268,0.052083007991313934,0.40458714962005615,0.03046237677335739
