Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,comment,2073668989788860694,Titik terendah seorang Puad Zarkashi... https://t.co/kWxXMR8Grm,,https://x.com/mynewshub/status/1777963279874429252,1777963279874429252,neutral,2026-07-05 07:23:08+00:00,25,3,7,0,0.5,52,,MYNEWSHUB,0.0,neutral,0.8827970623970032,english,Mixed/Urban,Unknown,0.2,no_clear_emotion,0.029343614354729652,0.013284966349601746,0.022991521283984184,0.025226358324289322,0.11596411466598511,0.0546797476708889
x,comment,2073716014710394899,"Perdana Menteri, Datuk Seri Anwar Ibrahim menegaskan bahawa DAP tidak pernah mempertikai hak orang Melayu, sekali gus menyangkal naratif pihak tertentu yang cuba menggambarkan parti itu sebagai sebuah pertubuhan perkauman.

Anwar yang juga Pengerusi Pakatan Harapan (PH) berkata, sebagai bukti, DAP tidak pernah membantah hasrat beliau untuk mewartakan 20.23 hektar tanah di Bandar Malaysia sebagai Tanah Rizab Melayu.

Anda boleh baca berita penuh di portal Sinar Harian di https://t.co/R2UYPBJuSb atau swipe up di IG story serta jangan lupa follow IG @sinarharian untuk berita terkini dalam dan luar negara.

#SinarHarian #SinarTerkini #hakorangmelayu #DAP #AnwarIbrahim",,https://x.com/SinarOnline/status/1681565316567171072,1681565316567171072,negative,2026-07-05 10:30:00+00:00,0,0,0,0,0.0006536364555358998,0,,SinarHarian,0.0,negative,0.9978212118148804,malay,Malay/Bumiputera,Unknown,0.25,no_clear_emotion,0.12417518347501755,0.024887319654226303,0.07624192535877228,0.055768948048353195,0.25671079754829407,0.042439576238393784
x,post,2073369233719754967,"Timbalan Presiden PAS menegaskan hukum undi calon BN adalah wajib dan haram jika meninggalkannya. 

""Tak bau syurga nanti,"" ujar beliau lagi. https://t.co/sX0PMbWuJQ",https://x.com/harakakdailyHD/status/2073369233719754967,,,negative,2026-07-04 11:32:01+00:00,64,9,6,2202,0.0004820287227630393,101,102.202,,,negative,0.9983932375907898,malay,Malay/Bumiputera,Unknown,0.0,love,0.14162129163742065,0.03844977915287018,0.07610341906547546,0.05556101351976395,0.5490140318870544,0.02401885576546192
x,post,2071600737256358199,"Kau yang usik aku dulu tau makcik lepastu kau yang koyak sampai block aku 🤭 Dia ingat dia pakai akaun palsu tak ada nama dia tak ada muka dia, orang tak kenal dia agaknya 😏",https://x.com/mwdhhni/status/2071600737256358199,,,negative,2026-06-29 14:24:38+00:00,22,3,5,1302,0.000504058599472057,43,44.302,,,negative,0.9983198046684265,malay,Malay/Bumiputera,Unknown,0.0,love,0.14133930206298828,0.022237349301576614,0.03371633216738701,0.03086884319782257,0.6163007020950317,0.031527429819107056
x,post,2071849929027547302,【柔佛州选】伊党领袖为峇株国阵竞选活动站台　翁哈菲兹：惊讶且感动 | 国内 https://t.co/WPOzjwovmg,https://x.com/ODNMalaysia/status/2071849929027547302,,,positive,2026-06-30 06:54:50+00:00,1,0,1,173,0.830089171230793,3,4.173,,,positive,0.43363057076931,multilingual,Unknown,Unknown,0.0,surprise,0.0069771502166986465,0.026819724589586258,0.015659457072615623,0.022461753338575363,0.019239798188209534,0.8709606528282166
x,post,2071567905406222813,"‘HARAPAN Pengerang’: Calon DUN Tanjung Surat buat laporan polis akaun palsu

https://t.co/OTkCcwJ1tN",https://x.com/suarakeadilan99/status/2071567905406222813,,,neutral,2026-06-29 12:14:11+00:00,11,3,0,374,0.5,17,17.374,,,neutral,0.8887394070625305,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.23130996525287628,0.03605182096362114,0.05319391191005707,0.03387942537665367,0.0903070941567421,0.03752472624182701
x,post,2073582559754358996,"节录：柔佛国阵领袖的态度傲慢，对政治情势的评估过度乐观，想不到翁哈菲兹的大臣光环那么容易剥落，更没料想到伊党和卜艾的政治动作会为国阵选情带来困难。
#星洲日报 #sinchew
冯振豪：到底国阵跟伊党的关系如何，翁哈菲兹及其他国阵领袖都说不清楚。 【有理论政】
https://t.co/BPlwMjrSlp",https://x.com/SinChewPress/status/2073582559754358996,,,neutral,2026-07-05 01:39:42+00:00,3,2,0,541,0.5,10,7.541,,,neutral,0.816131055355072,english,Mixed/Urban,Unknown,0.0,fear,0.05257274582982063,0.44831857085227966,0.2803701162338257,0.015192985534667969,0.02398483082652092,0.09665903449058533
x,post,2072300098164564269,"柔佛州选掀“巫伊合作”争议！伊党领袖公开为国阵站台，马华帆加兰州议席候选人傅庆隆同框画面曝光。张念群质问：“如果真的没有合作，为何不离席？”
https://t.co/dmrIdEX7GD",https://x.com/SinChewPress/status/2072300098164564269,,,neutral,2026-07-01 12:43:39+00:00,3,0,0,499,0.5,7,3.499,,,neutral,0.8206475377082825,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.0877910852432251,0.03285522758960724,0.039426010102033615,0.0379658117890358,0.12098377197980881,0.07934295386075974
x,post,2072782764001431945,"Suruhanjaya Komunikasi dan Multimedia Malaysia sedang memantau rapat sebarang bentuk penyebaran maklumat palsu pilihan raya membabitkan taktik licik sedemikian.

https://t.co/JF7vSWmP8J

#AWANInews #AWANIpagi",https://x.com/501Awani/status/2072782764001431945,,,neutral,2026-07-02 20:41:36+00:00,0,0,0,2747,0.5,27,2.747,,,neutral,0.9974942207336426,malay,Malay/Bumiputera,Unknown,0.0,anger,0.5836487412452698,0.04469941183924675,0.0831475704908371,0.02935059741139412,0.05356356129050255,0.030963262543082237
x,post,2071564826640556389,"伊党署理主席端依布拉欣呼吁伊党党员及支持者，在国盟没有上阵的柔佛州议席，把选票投给巫统或国阵候选人。但是土团党宣传主任顿费沙却唱反调，敦促国盟不要号召支持者在国盟没有上阵的州议席改投国阵，因为这等同于支持希盟-国阵联邦团结政府。
#星洲日报 #sinchew
https://t.co/9rGHAjrfNb https://t.co/DnDdtMILIQ",https://x.com/SinChewPress/status/2071564826640556389,,,neutral,2026-06-29 12:01:57+00:00,2,0,0,470,0.5,6,2.47,,,neutral,0.8252242207527161,english,Mixed/Urban,Unknown,0.0,love,0.14484021067619324,0.05323656648397446,0.08090027421712875,0.07059124857187271,0.3857042193412781,0.053403642028570175
x,post,2072628658431512841,"他指出，虽然伊党领导层已表态支持国阵，但仍须主动接触、争取及说服选民支持。
#星洲日报 #sinchew
https://t.co/bdAMgTO3x8 https://t.co/k1xENOBFJ4",https://x.com/SinChewPress/status/2072628658431512841,,,neutral,2026-07-02 10:29:14+00:00,0,1,0,438,0.5,5,2.438,,,neutral,0.8028879165649414,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.04811649024486542,0.036833275109529495,0.09794362634420395,0.03330082818865776,0.36199989914894104,0.0575561486184597
x,post,2072910562334543929,"#BuletinBernama : Menteri Komunikasi Datuk Fahmi Fadzil mengingatkan pengundi agar sentiasa berwaspada dengan taktik sabotaj digital berikutan terdapat cubaan mewujudkan akaun palsu menggunakan wajah calon untuk menyebarkan fitnah sepanjang tempoh kempen PRN Johor ke-16, 11 Julai ini.

#digitalbernamatv #PRNJohor #pengundi #sabotaj",https://x.com/BernamaTV/status/2072910562334543929,,,negative,2026-07-03 05:09:25+00:00,2,0,0,406,0.06222599744796753,6,2.406,,,negative,0.7925800085067749,malay,Malay/Bumiputera,Unknown,0.0,anger,0.545366644859314,0.028988514095544815,0.09480273723602295,0.02450520172715187,0.09789823740720749,0.01917305588722229
x,comment,2073668989788860694,Titik terendah seorang Puad Zarkashi... https://t.co/kWxXMR8Grm,,https://x.com/mynewshub/status/1777963279874429252,1.7779632798744292e+18,neutral,2026-07-05 07:23:08+00:00,25,3,7,0,0.5,52,,MYNEWSHUB,0.0,neutral,0.8827970623970032,english,Mixed/Urban,Unknown,0.2,no_clear_emotion,0.029343614354729652,0.013284966349601746,0.022991521283984184,0.025226358324289322,0.11596411466598511,0.0546797476708889
x,comment,2073716014710394899,"Perdana Menteri, Datuk Seri Anwar Ibrahim menegaskan bahawa DAP tidak pernah mempertikai hak orang Melayu, sekali gus menyangkal naratif pihak tertentu yang cuba menggambarkan parti itu sebagai sebuah pertubuhan perkauman.

Anwar yang juga Pengerusi Pakatan Harapan (PH) berkata, sebagai bukti, DAP tidak pernah membantah hasrat beliau untuk mewartakan 20.23 hektar tanah di Bandar Malaysia sebagai Tanah Rizab Melayu.

Anda boleh baca berita penuh di portal Sinar Harian di https://t.co/R2UYPBJuSb atau swipe up di IG story serta jangan lupa follow IG @sinarharian untuk berita terkini dalam dan luar negara.

#SinarHarian #SinarTerkini #hakorangmelayu #DAP #AnwarIbrahim",,https://x.com/SinarOnline/status/1681565316567171072,1.681565316567171e+18,negative,2026-07-05 10:30:00+00:00,0,0,0,0,0.0006536364555358998,0,,SinarHarian,0.0,negative,0.9978212118148804,malay,Malay/Bumiputera,Unknown,0.25,no_clear_emotion,0.12417518347501755,0.024887319654226303,0.07624192535877228,0.055768948048353195,0.25671079754829407,0.042439576238393784
x,post,2073369233719754967,"Timbalan Presiden PAS menegaskan hukum undi calon BN adalah wajib dan haram jika meninggalkannya. 

""Tak bau syurga nanti,"" ujar beliau lagi. https://t.co/sX0PMbWuJQ",https://x.com/harakakdailyHD/status/2073369233719754967,,,negative,2026-07-04 11:32:01+00:00,64,9,6,2202,0.0004820287227630393,101,102.202,,,negative,0.9983932375907898,malay,Malay/Bumiputera,Unknown,0.0,love,0.14162129163742065,0.03844977915287018,0.07610341906547546,0.05556101351976395,0.5490140318870544,0.02401885576546192
x,post,2071600737256358199,"Kau yang usik aku dulu tau makcik lepastu kau yang koyak sampai block aku 🤭 Dia ingat dia pakai akaun palsu tak ada nama dia tak ada muka dia, orang tak kenal dia agaknya 😏",https://x.com/mwdhhni/status/2071600737256358199,,,negative,2026-06-29 14:24:38+00:00,22,3,5,1302,0.000504058599472057,43,44.302,,,negative,0.9983198046684265,malay,Malay/Bumiputera,Unknown,0.0,love,0.14133930206298828,0.022237349301576614,0.03371633216738701,0.03086884319782257,0.6163007020950317,0.031527429819107056
x,post,2071849929027547302,【柔佛州选】伊党领袖为峇株国阵竞选活动站台　翁哈菲兹：惊讶且感动 | 国内 https://t.co/WPOzjwovmg,https://x.com/ODNMalaysia/status/2071849929027547302,,,positive,2026-06-30 06:54:50+00:00,1,0,1,173,0.830089171230793,3,4.173,,,positive,0.43363057076931,multilingual,Unknown,Unknown,0.0,surprise,0.0069771502166986465,0.026819724589586258,0.015659457072615623,0.022461753338575363,0.019239798188209534,0.8709606528282166
x,post,2071567905406222813,"‘HARAPAN Pengerang’: Calon DUN Tanjung Surat buat laporan polis akaun palsu

https://t.co/OTkCcwJ1tN",https://x.com/suarakeadilan99/status/2071567905406222813,,,neutral,2026-06-29 12:14:11+00:00,11,3,0,374,0.5,17,17.374,,,neutral,0.8887394070625305,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.23130996525287628,0.03605182096362114,0.05319391191005707,0.03387942537665367,0.0903070941567421,0.03752472624182701
x,post,2073582559754358996,"节录：柔佛国阵领袖的态度傲慢，对政治情势的评估过度乐观，想不到翁哈菲兹的大臣光环那么容易剥落，更没料想到伊党和卜艾的政治动作会为国阵选情带来困难。
#星洲日报 #sinchew
冯振豪：到底国阵跟伊党的关系如何，翁哈菲兹及其他国阵领袖都说不清楚。 【有理论政】
https://t.co/BPlwMjrSlp",https://x.com/SinChewPress/status/2073582559754358996,,,neutral,2026-07-05 01:39:42+00:00,3,2,0,541,0.5,10,7.541,,,neutral,0.816131055355072,english,Mixed/Urban,Unknown,0.0,fear,0.05257274582982063,0.44831857085227966,0.2803701162338257,0.015192985534667969,0.02398483082652092,0.09665903449058533
