Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
facebook,post,1580100923541740,"SIAPA RAJA DI N9 KETIKA INI? RAKYAT N9 BERANG

3 jam bersama Pengerusi MPN Negeri Johor
PANAS DI N9 TENANG DI JOHOR

Ku sangkakan panas di negeri Johor rupanya di N9.  Apa nak buat terpaksa melayan karenah UMNO… kita hadapi dgn tenang.

Kdg2 anda pernah terfikir kuasa Allah. Anwar Ibrahim pun tak sangka beliau akn menjadi PM. Akhirnya dgn izin Allah mengusik jiwa jiwa manusia itu, hingga Anwar menjadi PM.

Johor ini tanpa ribut dibubar? Misi bukan sb nak dpt mandat rakyat tapi ada yg jauh dari itu. Yg lebih tersembunyi di dlm golongan kapitalis. 

Saya sebentar tadi 3 jam bersama Yb Datuk Seri Dr Zaliha di kediamannya. Kami bicara dgn pandangan masing2. Berdasarkan pandangan dan data.

Dr Zaliha yakin PH boleh lakukan kejutan. Saya juga beritahu perkara yg sama… tidak sepertimana di Sabah kita tahu kita akn kalah sebelum bertanding. Kali ini kita yakin boleh lakukan kejutan atau lebih baik dari keputusan sebelum ini.

Cerita isu di N9, saya pelik kenapa berlaku ia berlaku. Saya tidak mahu campur urusan adat.. tapi terfikir juga adakah semudah itu utk gugurkan seorang Raja dari takhtanya. Mesti kena ada sebabnya bukan?

Sehingga ini, DYMM Tuanku Muhriz Masih Kekal Yang DiPertuan Besar Negeri Sembilan

Jika mahu dikosongkan, atas sebab apa? Harus ada sebab/alasan kukuh beserta INQUIRY, yang ada prosesnya dan perlu disaksikan dan dicop oleh Menteri Besar.

Persoalannya sekarang, Tuanku Muhriz masih lagi sihat walafiat, tapi mengapa ada gerakan untuk Pemahsyuran YamTuan Baharu? Ini antara topik yg dibangkitkan rakan2.

Surat ini sebenarnya memberi petunjuk yang sangat menarik tentang tafsiran Perlembagaan Negeri Sembilan.

Peguam yang mewakili ""Undang Yang Empat dan Tengku Besar Tampin"" berhujah bahawa pembubaran DUN melanggar:

Fasal 56(2) → kuasa pembubaran DUN.

Fasal 38(4) → berkaitan pelantikan dan kedudukan EXCO.

Fasal 28(1) & (2) → definisi dan pelaksanaan kuasa ""Ruler"". 

Ini konsisten dengan satu hujah perlembagaan yang memang boleh dibina daripada teks Perlembagaan Negeri Sembilan.

Hujah mereka nampaknya begini

Fasal 56(2) kata:

> ""The Ruler may prorogue or dissolve the Legislative Assembly."" 

Tetapi Fasal 28(1) pula kata:

> Dalam Bahagian Kedua Perlembagaan, ""Ruler"" bermaksud Yang di-Pertuan Besar dan Ruling Chiefs (Undang yang memegang jawatan dan ada pada masa itu). 

Oleh sebab Fasal 56 berada dalam Bahagian Kedua, mereka berhujah bahawa:

> Pembubaran DUN bukan tindakan YDPB seorang diri, tetapi tindakan ""Ruler"" mengikut definisi Fasal 28.

Itulah sebab surat ini menyebut bahawa tiada persetujuan diperoleh daripada anak guam mereka.
---
Tetapi ada juga hujah balas

Pihak yang mempertahankan pembubaran boleh berhujah:

1. Amalan perlembagaan selama ini ialah pembubaran dibuat melalui YDPB.

2. Fasal 40(2)(b) memberi budi bicara kepada YDPB mengenai pembubaran DUN. 

3. Fasal 28 tidak semestinya bermaksud semua tindakan ""Ruler"" memerlukan persetujuan aktif setiap Undang.
---
Apa yang menarik?

Saya dapati surat ini tidak bergantung kepada Fasal 10 (pelucutan takhta). Sebaliknya, mereka bergantung kepada:

> Fasal 28 + Fasal 56

iaitu hujah bahawa ""Ruler"" dalam Negeri Sembilan bukan semata-mata YDPB tetapi satu institusi yang turut melibatkan Undang. 

Jujurnya, daripada teks Perlembagaan yang kita baca, ini bukan hujah remeh. Ia mempunyai asas literal yang agak kuat kerana Fasal 28 memang mentakrifkan ""Ruler"" secara berbeza daripada negeri-negeri lain. 

Persoalan yang akan menentukan siapa betul ialah:

> Adakah Fasal 28 menyebabkan persetujuan Undang menjadi syarat sah pembubaran DUN, atau adakah kuasa budi bicara YDPB dalam Fasal 40(2)(b) mengatasi tafsiran tersebut?

Itulah titik pertikaian sebenar yang nampak daripada surat ini.

Jam 11.05am ada court injunction menghalang “pemasyhuran”. Maksud siri perlantikan ini episod masih panjang.

Maklumat yg saya terima rakyat N9 berang dgn tindakan UMNO yg seolah olah campur tangan dlm isu Istana ini. Ini pandangan rakan dan saudara saya di N9.

Perintah sementara mahkamah itu menghalang plaintif sama ada secara langsung atau melalui wakil mereka daripada memanggil atau mengadakan sebarang mesyuarat DKU termasuk Sidang Khas yang dijadual berlangsung hari ini.

Ini cerita N9 yg dimaklumkan rakan2 mengenai perkembangan semasa. So kita tunggu sahaja. Politik org Melayu sgt luar biasa tidak pernah aman dgn projek tebuk atap.",https://www.facebook.com/norman.radzuan/posts/pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,,,negative,2026-06-05 10:12:24+00:00,0,0,351,0,0.0005055069923400879,351,1053.0,,,negative,0.9983149766921997,malay,Malay/Bumiputera,Unknown,0.0,surprise,0.011919356882572174,0.046662576496601105,0.016155706718564034,0.025376522913575172,0.023250265046954155,0.8065614104270935
facebook,comment,Y29tbWVudDoxNTgwMTAwOTIzNTQxNzQwXzE0Nzg0MzEzNTY4NTg0MTA=,UMNO selalu berada di belakang krisis raja dan sultan.,,https://www.facebook.com/norman.radzuan/posts/pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,negative,2026-06-05 11:01:47+00:00,52,0,10,0,0.00048070549964907006,72,,Rang Meran,0.0,negative,0.9983976483345032,malay,Malay/Bumiputera,Unknown,0.25,no_clear_emotion,0.11510958522558212,0.01551902387291193,0.07996926456689835,0.02602788805961609,0.23866257071495056,0.028680920600891113
facebook,comment,Y29tbWVudDoxNTgwMTAwOTIzNTQxNzQwXzQ1NjU0NTM0NjM3ODA0OTY=,Isu ni tiada kaitan dengan langsung DAP. Segala tindakan menggugat kestabilan datang dari golongan-golongan elit Melayu sendiri.,,https://www.facebook.com/norman.radzuan/posts/pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,negative,2026-06-05 10:17:06+00:00,144,0,28,0,0.0005037724971771462,200,,Emier Danish Haniff,0.0,negative,0.9983207583427429,malay,Malay/Bumiputera,Unknown,0.25,no_clear_emotion,0.09132040292024612,0.13816620409488678,0.18041491508483887,0.023460865020751953,0.09168452024459839,0.06399324536323547
facebook,comment,Y29tbWVudDoxNTgwMTAwOTIzNTQxNzQwXzEzMDE1NTc0MzU0OTg1Mzg=,"Saya pun pelik apa berlaku di Negeri Sembilan.
Allah dah pesan jangan berpecah belah.
Tapi manusia sering terlupa ,
Allahu...🥺",,https://www.facebook.com/norman.radzuan/posts/pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,negative,2026-06-05 15:51:53+00:00,12,0,1,0,0.00048088431358339623,14,,Kak Nah Radzi,0.0,negative,0.9983970522880554,malay,Malay/Bumiputera,Malay/Bumiputera,0.74,love,0.20298980176448822,0.03149375692009926,0.029485421255230904,0.06835893541574478,0.5829703211784363,0.019428646191954613
facebook,comment,Y29tbWVudDoxNTgwMTAwOTIzNTQxNzQwXzg2MDI4NzczMzI2NTIzMg==,Rakyat luak gunong pasir menjunjung taat setia kpd tuanku mukriz slps smbyg jumaat tadi.,,https://www.facebook.com/norman.radzuan/posts/pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,neutral,2026-06-05 11:04:34+00:00,87,0,3,0,0.5,93,,Nizam Husin,0.0,neutral,0.7536166310310364,english,Mixed/Urban,Unknown,0.25,love,0.03131050989031792,0.008815420791506767,0.02473597042262554,0.018601277843117714,0.8452891111373901,0.018531903624534607
facebook,comment,Y29tbWVudDoxNTgwMTAwOTIzNTQxNzQwXzE0MTA0OTY0Mzc1NTM2NTA=,"Apakah episode pertabalan Sultan Melaka dulu tidak menjadi iktibar?

Dan senario melantik Sultan Kelantan di Padang Majlis Daerah Ketereh dulu?(Ramai tahu siapa yang cetuskan😊)

Pengkhianat Bangsa dan Agama Bagai Cermin Retak dari Dalam.

Allahyarham PRamlee bijak membaca perangai huduh orang Melayu.
filem Laksamana Do Re Mi (1972), iaitu filem komedi fantasi arahan beliau sendiri.

Dalam filem ini, selepas istana Negeri Pasir Dua Butir dimusnahkan dan dindingnya diopak oleh Menteri Fasola, Sultan bersama menteri-menteri yang masih setia terpaksa mendirikan kerajaan dan bersidang di bawah sebatang pokok sebagai bukti bahawa kerajaan sah masih wujud.",,https://www.facebook.com/norman.radzuan/posts/pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,negative,2026-06-05 10:34:23+00:00,26,0,7,0,0.0004934012889862283,40,,Idris Khaled,0.0,negative,0.9983553290367126,malay,Malay/Bumiputera,Malay/Bumiputera,0.65,no_clear_emotion,0.2750329375267029,0.028513479977846146,0.05717320740222931,0.06406399607658386,0.19243620336055756,0.02909519150853157
facebook,comment,Y29tbWVudDoxNTgwMTAwOTIzNTQxNzQwXzk2OTQzMjkzOTE3NzgzMQ==,Mari praktis Prinsip Rukun Negara...,,https://www.facebook.com/norman.radzuan/posts/pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,neutral,2026-06-05 10:20:32+00:00,13,0,1,0,0.5,15,,Ong Jia Xian,0.0,neutral,0.878750741481781,english,Chinese,Chinese,0.82,love,0.04812966659665108,0.01616930216550827,0.07017877697944641,0.0214694831520319,0.6765924692153931,0.017849797382950783
facebook,comment,Y29tbWVudDoxNTgwMTAwOTIzNTQxNzQwXzIyNTc2NTExNTUwMDQ0NzY=,"Tuanku Mukhriz masih YTM yg SAH .
Undang yg 4 itu telah mencemarkan institusi kerabat N9 dan patut di ganti dgn yg baru .",,https://www.facebook.com/norman.radzuan/posts/pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,negative,2026-06-05 10:42:20+00:00,42,0,1,0,0.08334910422563552,44,,SA-bree Sovaqu,0.0,negative,0.7221696525812149,multilingual,Unknown,Unknown,0.25,love,0.04268701747059822,0.030584629625082016,0.10701239854097366,0.032525159418582916,0.4627170264720917,0.07852460443973541
facebook,comment,Y29tbWVudDoxNTgwMTAwOTIzNTQxNzQwXzE2Mjk2MjYwNDgxNDU2NDE=,Betul lah Umno ada DNA Pengkhianat.,,https://www.facebook.com/norman.radzuan/posts/pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,negative,2026-06-05 10:27:37+00:00,56,0,6,0,0.14914013296365738,68,,Zainudin Awang,0.0,negative,0.5028662234544754,multilingual,Malay/Bumiputera,Malay/Bumiputera,0.68,love,0.20865505933761597,0.026580117642879486,0.0691453218460083,0.20896010100841522,0.24670745432376862,0.03717584162950516
facebook,comment,Y29tbWVudDoxNTgwMTAwOTIzNTQxNzQwXzEwMTM2NDE3Mjc4ODc4MjQ=,"Peguamnya dari pejuang,
Dgn rais yAtim juga boleh di cop derhaka.

Dgn 2 undang di lucut keabsahan sbg undang.

Lagi pelik billboard tok mak rokok ada merata di ns dah kenapa?

Inilah sbb ph kena menang majoriti sendiri, umno88
Dlm menghulur tangan kanan
Tangan kiri menikam atau teori domino umno88 di peringkat pusat hilang kawalan keatas 
Umno negeri? Bermain politik ketika ekonomi dunia sedang hadapi krisis bahan api adalah
Sangat tidak bijak  di kala 
Kerajaan pusat sedang menunjuk pretasi ekonomi sangat  baik di terajui pmx
Dab  rakyat cerdik dpt melihat 
Prestasi cemerlang begitu juga
Di peringkat kerajaan negeri
Tanpa mengira negeri.

Hanya yg bijak tahu menilai
Kestabilan dan kemajuan ekonomi",,https://www.facebook.com/norman.radzuan/posts/pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,pfbid0vSBgGW21Q4opo9hqov1SFaULHy3H3nr36F11NjNe15ZGSR7mssuchK7QjEwjmyFl,negative,2026-06-05 11:54:59+00:00,21,0,0,0,0.0005102455615997314,21,,Anuar Sam Sam,0.0,negative,0.9982991814613342,malay,Malay/Bumiputera,Malay/Bumiputera,0.65,anger,0.5276870727539062,0.11832886189222336,0.04616979509592056,0.08072300255298615,0.09007509797811508,0.020028557628393173
