Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
facebook,comment,Y29tbWVudDoxMDIwMjEyNjU3MjA3NDgzXzE2NzE1MDc1NjA2Mjk2Mzk=,,,https://www.facebook.com/mohd.ramalan.yunus/posts/pfbid02Y4sgRU5WkMf8wf1Kp6humb3omF5Cse5RME6x9gkAM8cXmKVdv3WxFqtqi3HfmizEl,pfbid02Y4sgRU5WkMf8wf1Kp6humb3omF5Cse5RME6x9gkAM8cXmKVdv3WxFqtqi3HfmizEl,neutral,2026-06-09T07:52:24.000Z,0,0,0,0,0.0,0,,Vivian Susan,0.0
facebook,post,1531117278385563,"Gelombang Perubahan

Dewan Undangan Negeri (DUN) Johor telah terbubar pada 1 Jun lalu. Sudah tentu, perkembangan ini akan disusuli oleh beberapa negeri lain seperti Melaka dan Sarawak yang hampir sampai ke penghujung tempoh masing-masing. Pada masa yang sama, Negeri Sembilan juga berkemungkinan menjejaki langkah Johor.

Pembubaran DUN ini mengembalikan hak memilih kepada rakyat. Ia juga membuka ruang kepada satu gelombang perubahan baharu dalam politik Malaysia . Satu peralihan yang berpotensi mengembalikan semula kekuatan politik Melayu-Islam di negara ini. Lebih daripada itu, ia juga mampu membentuk kekuatan politik Bumiputera, bukan sahaja di Semenanjung, bahkan juga di Sabah dan Sarawak.

Semua ini hanya dapat dicapai apabila wujud muafakat dan toleransi antara parti-parti politik utama Melayu-Islam di negara ini.

Beberapa isu utama yang memberi kesan kepada orang Melayu dan umat Islam perlu diberi perhatian serius. Antaranya isu pengiktirafan UEC, tindakan melampau membantah titah Raja-Raja Melayu, penukaran status tanah di kawasan majoriti bukan Melayu, usaha mencabar enakmen syariah negeri-negeri, serta pelbagai isu lain yang dilihat mencabar kedudukan Islam dan kuasa politik Melayu di Malaysia.

Perpecahan parti politik Melayu dan kegagalan menyatukan kekuatan politik orang Melayu, termasuk kelompok-kelompok kecil, telah menyebabkan kita menerima kesan yang berlaku pada hari ini. Hal ini seharusnya membuka mata pemimpin utama politik Melayu, khususnya PAS dan UMNO, untuk segera bertindak sebelum nasi menjadi bubur.

Kekuatan politik Melayu terletak pada agama Islam yang menjadi alat penyatuan ummah. Paksi utama ini mesti dijadikan asas dalam usaha penyatuan, agar generasi yang bakal menerajui politik Melayu pada masa depan mewarisi kekuatan akidah, akhlak dan pegangan agama yang kukuh.

Sesuatu bangsa akan terus teguh selagi akhlak dan pegangan agamanya utuh. Jika tidak, maka sebaliknyalah yang akan berlaku.

Benarlah seperti kata penyair Arab terkenal, Ahmad Syauqi Bey:

“Sesungguhnya umat itu bergantung pada keutuhan akhlaknya. Apabila akhlaknya hancur, maka hancurlah umat tersebut.”

Usaha penyatuan ini perlu disegerakan, bermula dengan mendepani PRN Johor, dan terus diperkukuh pada masa hadapan. Parti-parti politik Melayu pernah bersama dalam sejarah negara. Kita pernah menyaksikannya selepas peristiwa 13 Mei, apabila Barisan Nasional terbentuk. Muafakat Nasional pula terbentuk akibat kebimbangan terhadap usaha kerajaan PH ketika itu yang dilihat boleh menghakis keamanan dan keharmonian rakyat Malaysia.

Kini, sudah sampai masanya gagasan Muafakat Nasional 2.0 dijayakan.

PAS amat mengharapkan semua parti utama, khususnya parti-parti Melayu di negara ini, dapat berfikir secara serius, berlapang dada, mengenepikan perbezaan, serta meletakkan masa depan bangsa dan ummah sebagai keutamaan.

Insya-Allah, apabila Melayu-Islam bersatu, kita akan menjadi kuat dan mampu melindungi hak semua pihak.

Dato’ Sri Tuan Ibrahim bin Tuan Man
Timbalan Presiden PAS
03 Jun 2026",https://www.facebook.com/ustaztitm/posts/pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,,,neutral,1780490309,0,0,0,0,0.0,0,0.0,,
facebook,comment,Y29tbWVudDoxNTMxMTE3Mjc4Mzg1NTYzXzI3NDM3ODgyODMyNTE1Njkw,Semoga niat baik DS TITM dan semua mendapat redha Allah dan membuka pintu hati Melayu-Islam untuk bersatu untuk memenangkan PAS,,https://www.facebook.com/ustaztitm/posts/pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,neutral,2026-06-03T13:44:42.000Z,21,0,6,0,0.0,33,,Shamsudin Abdul Samat,0.0
facebook,comment,Y29tbWVudDoxNTMxMTE3Mjc4Mzg1NTYzXzE2NTY1MDI3MTIyOTQ2OTU=,"Kalau gitu jgn duk kutuk2 umno. Asik bg fakta salah je dkt penyokong tegar ustaz. Bgtahu dorang yg kerajaan johor tu mmg kerajaan umno sbelum nie bkn kerajaan umdap lah ape lah. Cube bg fakta yg jelas skit. Bru lah penyokong kurang maki hamun umno. Nie sedap je maki org lain, pastu ajak bersatu. Tk ke pelik tu. Nk bersatu tlg lah jgn sakitkan hati org lain.",,https://www.facebook.com/ustaztitm/posts/pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,neutral,2026-06-03T12:46:02.000Z,50,0,11,0,0.0,72,,Fadzli Alias,0.0
facebook,comment,Y29tbWVudDoxNTMxMTE3Mjc4Mzg1NTYzXzI3MTkyNDU0MjMzNzI4Nzkx,"ingat tak zaman MN kita bersama kita menang di Cameron Highland, ingat lagi tak kat Semenyih kita menang lawan PPBM, ingat tak masa kat Tanjung Piai walaupon kita letak calon cina (MCA) lawan calon Melayu (PPBM) kita menang. igt tak kita berdemo ICERD penuh warna putih didataran Merdeka. Dan ingat lagi tak Ketua Pemuda UMNO ada tanya betul ke PAS jumpa PPBM secara senyap untuk menubuhkan PN. Taki kata sudah la Pemuda tidak ada. Ingat tak 12 Oktober 2022 ada pertemuan 8 mata Presiden PAS, Presiden UMNO, Timb Presiden PAS dan Timb Presiden UMNO berbincang di PWTC. UMNO pujuk PAS bersama BN masuk PRU 15.Sedangkan sudah jelas UMNO dah ckp NO DAP, NO ANWAR DAN NO BERSATU. UMNO Tidak pernah pon cakap NO PAS. Saya sekali lagi nak tanya ada tak UMNO ckp NO PAS, Saya tanya utk sekian kalinya ada tak UMNO kata NO PAS?Adakah UMNO tolak PAS? Tapi PAS pilih BERSATU. So hari ini 3 Jun Tuan Guru usul kan kembali PAS dan UMNO bekerjasama. Bukan sebelum PRU 15 UMNO dah pujuk PAS. Tak kan PAS tak nampak yg waktu tu BERSATU takde jentera dan akar umbi. Sedangkan 3 PRK kita dah bukti kan kerjasama dalam MN kita menang?hari ini tetiba PAS gaduh ngan BERSATU sebab BERSATU takde jentera, Takde akar umbi. Adakah PAS tak nampak gabungan MN adalah gabungan 2 Parti melayu besar yang jika gabungan ini bersama mampu mengumpul lebih 4 Juta ahli berbanding bergabung dengan BERSATU gabungan itu hanya memiliki ahli kurang 2 Juta orang. Adakah PAS tak nampak Kesan berganda dari 4 Juta orang berbanding tak sampai 2 Juta. 3 Jun 2026 PAS mencadangkan perkara yang sepatutnya berlaku 12 Oktober 2022.",,https://www.facebook.com/ustaztitm/posts/pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,neutral,2026-06-03T13:59:02.000Z,24,0,10,0,0.0,44,,Kamarulasrin Kamarudin,0.0
facebook,comment,Y29tbWVudDoxNTMxMTE3Mjc4Mzg1NTYzXzEwMjIwMjUwNzAzNzcxNDk=,"Tgh cari idea tubuhkan MN2.0 ke ni? PAS ni semua org dah tau.. Utk tubuh kerajaan persekutuan, PAS kena cari kwn dan utk tubuhkan kerajaan pusat sendirian, pas mmg takkan mampu.. Jadi, mulalah buat status panjang lebar ni utk buat gerakan menyatukan melayu kononnya.. PAS adalah parti yg tidak boleh di percayai.. Fitnah sana sini, pusing sana sini..",,https://www.facebook.com/ustaztitm/posts/pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,neutral,2026-06-03T12:55:59.000Z,24,0,10,0,0.0,44,,Danish Duwan,0.0
facebook,comment,Y29tbWVudDoxNTMxMTE3Mjc4Mzg1NTYzXzExODkzMDIzNzc1OTM1NTc=,PAS memimpin ummah menuju redho Allah,,https://www.facebook.com/ustaztitm/posts/pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,neutral,2026-06-03T13:11:23.000Z,17,0,3,0,0.0,23,,Azam Darat,0.0
facebook,comment,Y29tbWVudDoxNTMxMTE3Mjc4Mzg1NTYzXzE3MTIzNTc1ODMyODI3MzM=,Kubur kan semua parti melayu yang korup..Dan pilih lah yg bersih..itu je jalan penyelesaian Nye..selagi ada yg undi parti melayu yg korup..selagi itu melayu berpecah...,,https://www.facebook.com/ustaztitm/posts/pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,neutral,2026-06-03T12:52:43.000Z,9,0,2,0,0.0,13,,Ismael Nasoha,0.0
facebook,comment,Y29tbWVudDoxNTMxMTE3Mjc4Mzg1NTYzXzE2NDI1MTg1OTM0OTY3NTk=,"Syukur Alhamdulillah...
Tahniah YB DATO SERI TITM & Team mates! Kita buat setakat yg kita mampu...Kata bijak pandai, ""kalau kita tidak mampu buat semua, jgn pula kita tinggal semua""...Kerja Wakil Rakyat adalah bekerja utk rakyat &Tugas Rakyat adalah bagi kerja utk wakil rakyat...Bagi kerja tu maksudnya bagi cadangan serta pandangan positif demi menjaga KESELAMATAN, KEBAJIKAN SERTA KEMASLAHATAN RAKYAT mengikut PRIORITY tertentu....Apa pun YB DS TITM, abaikan apa yg CEPLOS (Anak hantu - UMDAP) duk jaja cerita politik murahan...Biar Data, Statistik & Gambar yg berbicara..Segala DAKYAH POLITIK kita lawan dgn DAKWAH POLITIK! Terus berkhidmat & Selamat Maju Jaya...💪💪💪
#AnakRantau",,https://www.facebook.com/ustaztitm/posts/pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,neutral,2026-06-03T13:23:37.000Z,6,0,0,0,0.0,6,,Mohd Hasmadi Zakaria,0.0
facebook,comment,Y29tbWVudDoxNTMxMTE3Mjc4Mzg1NTYzXzIxMDI4NDYwOTA2MzI3Njc=,"Perjuangan Melayu pulok.... rakyat tak lupa PAS tebuk.atap, minyak masak hilang, telur hilang, ayam.hilang, Menteri MEWA",,https://www.facebook.com/ustaztitm/posts/pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,neutral,2026-06-03T13:32:57.000Z,14,0,1,0,0.0,16,,Leman Kayat,0.0
facebook,comment,Y29tbWVudDoxNTMxMTE3Mjc4Mzg1NTYzXzIzODA1MzA5NjU3ODg3MzA=,Tolong jangan rosakkan Johor macam rosakkan Kedah dan Kelantan.,,https://www.facebook.com/ustaztitm/posts/pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,neutral,2026-06-03T13:57:19.000Z,10,0,2,0,0.0,14,,Venketesh Munisamy,0.0
facebook,comment,Y29tbWVudDoxNTMxMTE3Mjc4Mzg1NTYzXzEzNTU5ODUxMjYzOTQ1NDk=,Gelombang MEMBIRUKAN BN DI JOHOR  YB.. TU BETUL,,https://www.facebook.com/ustaztitm/posts/pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,pfbid02mHrhJ3DpXPY4drb8eBSe2MMfFgDRCocVZ6i7KdWcEHwLCSrmqhs89CMbYZk73LuTl,neutral,2026-06-03T12:54:36.000Z,9,0,3,0,0.0,15,,Ahmadfaiz Faiz,0.0
facebook,post,1400399758788715,"🔹 BN tidak berhasrat hidupkan semula Muafakat Nasional 

🔹 BN sedia tanding solo pada PRN Negeri Sembilan

-- Ahmad Zahid

Sumber: Bernama",https://www.facebook.com/siakapkeli/posts/pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,,,neutral,1780995693,0,0,0,0,0.0,0,0.0,,
facebook,comment,Y29tbWVudDoxNDAwMzk5NzU4Nzg4NzE1XzM3NDgwNDMwNjIwMDM5Mzc=,"Maksud jelas, dia tetap bersama umdap. 🤣🤣🤣🤣 Prn kat johor tu hanya wayang , nanti cium mulut balik.",,https://www.facebook.com/siakapkeli/posts/pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,neutral,2026-06-09T09:11:58.000Z,271,0,32,0,0.0,335,,Serumpun Rumput,0.0
facebook,comment,Y29tbWVudDoxNDAwMzk5NzU4Nzg4NzE1XzIxMzc0NzQ3NzAzODIxNDI=,Dia mmg xmau bersama PAS si zahid ni sbab tghh dh ckp dia xkan msuk campur hal kes dia tu.. Jdi dia xpuas hati lh tu psal dia cri anwar dngan syarat bg kwn tu jdi PM anda selamat,,https://www.facebook.com/siakapkeli/posts/pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,neutral,2026-06-09T09:03:35.000Z,237,0,45,0,0.0,327,,Fazly Kedah,0.0
facebook,comment,Y29tbWVudDoxNDAwMzk5NzU4Nzg4NzE1XzEzMTM0ODU1OTc0MjYzMDI=,MN untuk umno ori bkn umdap,,https://www.facebook.com/siakapkeli/posts/pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,neutral,2026-06-09T09:05:02.000Z,147,0,4,0,0.0,155,,Wan Othman,0.0
facebook,comment,Y29tbWVudDoxNDAwMzk5NzU4Nzg4NzE1XzE1NzA0MDU5ODE0NzEyMjM=,"Dan sementara itu di n9, zahid berkata BN masih terbuka utk bekerjasama dgn PH. Korg benak ubi xnmpk lg xthu lh.",,https://www.facebook.com/siakapkeli/posts/pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,neutral,2026-06-09T09:09:19.000Z,88,0,12,0,0.0,112,,Amirulhakam Mamat,0.0
facebook,comment,Y29tbWVudDoxNDAwMzk5NzU4Nzg4NzE1XzEwMjA3OTc2MDA2MDc3ODQ=,barua kedua selepas anwar👍,,https://www.facebook.com/siakapkeli/posts/pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,neutral,2026-06-09T09:02:36.000Z,113,0,11,0,0.0,135,,Amirul Aizat,0.0
facebook,comment,Y29tbWVudDoxNDAwMzk5NzU4Nzg4NzE1XzEyOTE3NDY0NzMxMzA5MDM=,Bile la nk tukar si tua ni .. byk lagi padu2 muda2 dlm umno .. punca rakyat benci ni laa,,https://www.facebook.com/siakapkeli/posts/pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,neutral,2026-06-09T09:27:48.000Z,52,0,3,0,0.0,58,,Mohamad Afiq,0.0
facebook,comment,Y29tbWVudDoxNDAwMzk5NzU4Nzg4NzE1XzEzNjM1MDUzMzIzNjM1Njk=,Tulaaa pas khianat sangat muafakat nasional 1.0 ... Sanggup tinggalkan UMNO bergabung dengan bersatu . 😁😁😁,,https://www.facebook.com/siakapkeli/posts/pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,pfbid02Vopf4GPxhic5hB9LG1zPaAJWQQsgjRJGEitYERg15TtoXtF9CD1HtUX6MQEe2F6Zl,neutral,2026-06-09T11:51:49.000Z,6,0,5,0,0.0,16,,NurAinin Farhana,0.0
