Platform,Type,ID,Text,URL,Parent_Post_URL,Parent_Post_ID,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers,sentiment_label,sentiment_confidence,detected_language,demographic,author_demographic,author_demo_confidence,emotion_primary,emotion_anger,emotion_fear,emotion_happy,emotion_sadness,emotion_love,emotion_surprise
x,post,2073369233719754967,"Timbalan Presiden PAS menegaskan hukum undi calon BN adalah wajib dan haram jika meninggalkannya. 

""Tak bau syurga nanti,"" ujar beliau lagi. https://t.co/sX0PMbWuJQ",https://x.com/harakakdailyHD/status/2073369233719754967,,,negative,2026-07-04 11:32:01+00:00,61,9,6,2123,0.0004820287227630393,97,99.123,,,negative,0.9983932375907898,malay,Malay/Bumiputera,Unknown,0.0,love,0.14162129163742065,0.03844977915287018,0.07610341906547546,0.05556101351976395,0.5490140318870544,0.02401885576546192
x,comment,2073429091131461835,@harakakdailyHD lepas tu kau nak bersubahat dengan penyamun tu? Haji bodoh. Matlamat tidak sekali akan menghalal kan cara.,,https://x.com/harakakdailyHD/status/2073369233719754967,2073369233719754967,negative,2026-07-04 15:29:52+00:00,0,0,0,0,0.0004976749420165794,0,,Kucing Hutan,0.0,negative,0.9983410835266113,malay,Malay/Bumiputera,Unknown,0.25,love,0.241312175989151,0.02526909112930298,0.08534320443868637,0.0825444906949997,0.2722083032131195,0.03937062621116638
x,comment,2073370049780629862,@harakakdailyHD Shhhhh. 🤐 https://t.co/lEv3Wvgfnp,,https://x.com/harakakdailyHD/status/2073369233719754967,2073369233719754967,neutral,2026-07-04 11:35:15+00:00,4,1,0,0,0.5,6,,Dollah Abd Rizal,0.0,neutral,0.5498924255371094,english,Mixed/Urban,Unknown,0.25,love,0.13518601655960083,0.04761527106165886,0.04217982664704323,0.048993222415447235,0.6243119239807129,0.027554398402571678
x,comment,2073501442703560876,@harakakdailyHD https://t.co/aFkcFXoIui,,https://x.com/harakakdailyHD/status/2073369233719754967,2073369233719754967,neutral,2026-07-04 20:17:22+00:00,0,0,0,0,0.5,0,,Stethoscope,0.0,neutral,0.8539702892303467,english,Mixed/Urban,Unknown,0.25,love,0.11429121345281601,0.056497376412153244,0.047690365463495255,0.05889858677983284,0.5160040855407715,0.05405314639210701
x,comment,2073387989510885492,@harakakdailyHD Anak kecil main api..,,https://x.com/harakakdailyHD/status/2073369233719754967,2073369233719754967,neutral,2026-07-04 12:46:33+00:00,0,0,0,0,0.5,0,,Mnm,0.0,neutral,0.8827972412109375,english,Mixed/Urban,Unknown,0.15,love,0.06511972844600677,0.016225319355726242,0.0383518822491169,0.02568225935101509,0.4972424805164337,0.026254715397953987
x,comment,2073533825108578413,@harakakdailyHD Bunch of ….,,https://x.com/harakakdailyHD/status/2073369233719754967,2073369233719754967,negative,2026-07-04 22:26:02+00:00,0,0,0,0,0.08058736324310303,0,,Benedict Rajan,0.0,negative,0.7313754558563232,english,Mixed/Urban,Unknown,0.25,no_clear_emotion,0.08319053053855896,0.04621526226401329,0.06943271309137344,0.04309532791376114,0.33781060576438904,0.05770812928676605
x,post,2071806942876741645,YBrs Dr Shawn Loh Sheng Nian: Pusat Khidmat Non-Muslim PAS Selangor Jadi... https://t.co/2Xil7Zs8dj via @YouTube,https://x.com/firasxy3/status/2071806942876741645,,,neutral,2026-06-30 04:04:02+00:00,0,0,0,11,0.5,0,0.011,,,neutral,0.9141396284103394,english,Mixed/Urban,Unknown,0.0,no_clear_emotion,0.039273038506507874,0.02474893070757389,0.09664076566696167,0.0388898067176342,0.3086179792881012,0.04054783284664154
x,post,2073369233719754967,"Timbalan Presiden PAS menegaskan hukum undi calon BN adalah wajib dan haram jika meninggalkannya. 

""Tak bau syurga nanti,"" ujar beliau lagi. https://t.co/sX0PMbWuJQ",https://x.com/harakakdailyHD/status/2073369233719754967,,,negative,2026-07-04 11:32:01+00:00,61,9,6,2123,0.0004820287227630393,97,99.123,,,negative,0.9983932375907898,malay,Malay/Bumiputera,Unknown,0.0,love,0.14162129163742065,0.03844977915287018,0.07610341906547546,0.05556101351976395,0.5490140318870544,0.02401885576546192
x,comment,2073429091131461835,@harakakdailyHD lepas tu kau nak bersubahat dengan penyamun tu? Haji bodoh. Matlamat tidak sekali akan menghalal kan cara.,,https://x.com/harakakdailyHD/status/2073369233719754967,2.073369233719755e+18,negative,2026-07-04 15:29:52+00:00,0,0,0,0,0.0004976749420165794,0,,Kucing Hutan,0.0,negative,0.9983410835266113,malay,Malay/Bumiputera,Unknown,0.25,love,0.241312175989151,0.02526909112930298,0.08534320443868637,0.0825444906949997,0.2722083032131195,0.03937062621116638
x,comment,2073370049780629862,@harakakdailyHD Shhhhh. 🤐 https://t.co/lEv3Wvgfnp,,https://x.com/harakakdailyHD/status/2073369233719754967,2.073369233719755e+18,neutral,2026-07-04 11:35:15+00:00,4,1,0,0,0.5,6,,Dollah Abd Rizal,0.0,neutral,0.5498924255371094,english,Mixed/Urban,Unknown,0.25,love,0.13518601655960083,0.04761527106165886,0.04217982664704323,0.048993222415447235,0.6243119239807129,0.027554398402571678
